"Gene > Gene Name","Gene > WormBase Gene ID","Gene > GO Annotation > Ontology Term > Identifier","Gene > GO Annotation > Ontology Term > Name","Gene > GO Annotation > Ontology Term > Description"
"T24G10.2","WBGene00020779","GO:0008134","transcription factor binding","Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription."
"T24G10.2","WBGene00020779","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"T26A5.8","WBGene00020823","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"T26A5.8","WBGene00020823","GO:0006272","leading strand elongation","The process in which an existing DNA strand is extended continuously in a 5' to 3' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Leading strand elongation proceeds in the same direction as the replication fork."
"T26A5.8","WBGene00020823","GO:0006974","cellular response to DNA damage stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."
"T26A5.8","WBGene00020823","GO:0008622","epsilon DNA polymerase complex","A heterotetrameric DNA polymerase complex that catalyzes processive DNA synthesis in the absence of PCNA, but is further stimulated in the presence of PCNA. The complex contains a large catalytic subunit and three small subunits, and is best characterized in Saccharomyces, in which the subunits are named Pol2p, Dpb2p, Dpb3p, and Dpb4p. Some evidence suggests that DNA polymerase epsilon is the leading strand polymerase; it is also involved in nucleotide-excision repair and mismatch repair."
"T26A5.8","WBGene00020823","GO:0008623","CHRAC","An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair."
"T26A5.8","WBGene00020823","GO:0031490","chromatin DNA binding","Interacting selectively and non-covalently with DNA that is assembled into chromatin."
"T26A5.8","WBGene00020823","GO:0031507","heterochromatin assembly","The assembly of chromatin into heterochromatin, a compact and highly condensed form that is often, but not always, transcriptionally silent."
"T26A5.8","WBGene00020823","GO:0042766","nucleosome mobilization","The movement of nucleosomes along a DNA fragment."
"T26A5.8","WBGene00020823","GO:0046982","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"T26A8.4","WBGene00020827","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"T26A8.4","WBGene00020827","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"T26A8.4","WBGene00020827","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"T27A8.2","WBGene00012074","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"T27A8.2","WBGene00012074","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"T27A8.2","WBGene00012074","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"T27A8.2","WBGene00012074","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"T27A8.2","WBGene00012074","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"W03F9.2","WBGene00021000","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"Y105C5A.15","WBGene00013639","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Y105C5A.15","WBGene00013639","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"Y105C5A.15","WBGene00013639","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"Y111B2A.10","WBGene00013734","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"Y111B2A.10","WBGene00013734","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"Y111B2A.10","WBGene00013734","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Y111B2A.10","WBGene00013734","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"Y116A8C.19","WBGene00013796","GO:0003730","mRNA 3'-UTR binding","Interacting selectively and non-covalently with the 3' untranslated region of an mRNA molecule."
